Station Name,LID,Modes of Transports
"Howald, Jhangeli","A=1@O=Howald, Jhangeli@X=6143741@Y=49586099@U=82@L=200304004@",32
"Hesperange, Cité Um Schlass","A=1@O=Hesperange, Cité Um Schlass@X=6143902@Y=49572920@U=82@L=200303002@",32
"Dommeldange, Parc de l'Europe","A=1@O=Dommeldange, Parc de l'Europe@X=6144244@Y=49638811@U=82@L=200409010@",32
"Bonnevoie, Pont-Remy","A=1@O=Bonnevoie, Pont-Remy@X=6144397@Y=49594540@U=82@L=200404033@",32
"Bonnevoie, Wisestrooss","A=1@O=Bonnevoie, Wisestrooss@X=6144451@Y=49597911@U=82@L=200404038@",32
"Hesperange, Um Schlass","A=1@O=Hesperange, Um Schlass@X=6144657@Y=49572129@U=82@L=200305009@",32
"Kirchberg, Niedergrünewald","A=1@O=Kirchberg, Niedergrünewald@X=6144855@Y=49621831@U=82@L=200417049@",32
"Bonnevoie, Kofferfabrick","A=1@O=Bonnevoie, Kofferfabrick@X=6145107@Y=49600931@U=82@L=200404023@",32
"Kirchberg, Jean Monnet","A=1@O=Kirchberg, Jean Monnet@X=6145871@Y=49624797@U=82@L=200417016@",32
"Howald, Minsbësch","A=1@O=Howald, Minsbësch@X=6145988@Y=49580319@U=82@L=200304005@",32
"Bonnevoie, Jules Fischer","A=1@O=Bonnevoie, Jules Fischer@X=6146464@Y=49592283@U=82@L=200404021@",32
"Clausen, Malakoff","A=1@O=Clausen, Malakoff@X=6146581@Y=49615170@U=82@L=200408003@",32
"Kirchberg, Kierch","A=1@O=Kirchberg, Kierch@X=6146734@Y=49628447@U=82@L=200417018@",32
"Bonnevoie, Jean Jacoby","A=1@O=Bonnevoie, Jean Jacoby@X=6146914@Y=49598387@U=82@L=200404019@",32
"Howald, Waassertuerm","A=1@O=Howald, Waassertuerm@X=6147651@Y=49578188@U=82@L=200304013@",32
"Bonnevoie, Jeanne d'Arc","A=1@O=Bonnevoie, Jeanne d'Arc@X=6147678@Y=49596715@U=82@L=200404020@",32
"Cents, Fort Dumoulin","A=1@O=Cents, Fort Dumoulin@X=6147894@Y=49612428@U=82@L=200406007@",32
"Howald, C.I.P.A.","A=1@O=Howald, C.I.P.A.@X=6147947@Y=49589173@U=82@L=200304003@",32
"Fentange, Op de Leemen","A=1@O=Fentange, Op de Leemen@X=6147965@Y=49560884@U=82@L=200302004@",32
"Kirchberg, Europaparlament / Parlement Européen","A=1@O=Kirchberg, Europaparlament / Parlement Européen@X=6148307@Y=49620797@U=82@L=200417029@",256
"Hamm, Montmédy","A=1@O=Hamm, Montmédy@X=6148451@Y=49604032@U=82@L=200414005@",32
"Howald, Am Houwaldsbierg","A=1@O=Howald, Am Houwaldsbierg@X=6148514@Y=49581847@U=82@L=200304001@",32
"Bonnevoie, Nic Martha","A=1@O=Bonnevoie, Nic Martha@X=6148873@Y=49593002@U=82@L=200404029@",32
"Kirchberg, Schmëdd","A=1@O=Kirchberg, Schmëdd@X=6149233@Y=49628366@U=82@L=200417037@",32
"Bonnevoie, Chalop","A=1@O=Bonnevoie, Chalop@X=6149350@Y=49600275@U=82@L=200404006@",32
"Kirchberg, Léon Hengen","A=1@O=Kirchberg, Léon Hengen@X=6149440@Y=49623862@U=82@L=200417021@",32
"Bonnevoie, Anatole France","A=1@O=Bonnevoie, Anatole France@X=6149485@Y=49598720@U=82@L=200404003@",32
"Bonnevoie, Izeger Knupp","A=1@O=Bonnevoie, Izeger Knupp@X=6150168@Y=49595942@U=82@L=200404018@",32
"Bonnevoie, Baden-Powell","A=1@O=Bonnevoie, Baden-Powell@X=6150599@Y=49599996@U=82@L=200404004@",32
"Pulvermühl, Hammer Dällchen","A=1@O=Pulvermühl, Hammer Dällchen@X=6150734@Y=49608823@U=82@L=200424001@",32
"Bonnevoie, Kaltreis","A=1@O=Bonnevoie, Kaltreis@X=6150833@Y=49593659@U=82@L=200404022@",32
"Kirchberg, Europe Gare routière","A=1@O=Kirchberg, Europe Gare routière@X=6150860@Y=49624429@U=82@L=200417048@",32
"Fentange, Duelemerbach","A=1@O=Fentange, Duelemerbach@X=6151220@Y=49569936@U=82@L=200302001@",32
"Kirchberg, Mischekopp","A=1@O=Kirchberg, Mischekopp@X=6151309@Y=49630757@U=82@L=200404041@",32
"Kirchberg, Sichegronn","A=1@O=Kirchberg, Sichegronn@X=6151534@Y=49628384@U=82@L=200417038@",32
"Kirchberg, Antoine de St Exupéry","A=1@O=Kirchberg, Antoine de St Exupéry@X=6151543@Y=49627206@U=82@L=200417005@",32
"Cents, Nic Rollinger","A=1@O=Cents, Nic Rollinger@X=6151651@Y=49611592@U=82@L=200406013@",32
"Neudorf/Weimershof, Hierzekrëpp","A=1@O=Neudorf/Weimershof, Hierzekrëpp@X=6151705@Y=49617067@U=82@L=200422005@",32
"Luxembourg, Ecole Ste Sophie","A=1@O=Luxembourg, Ecole Ste Sophie@X=6151993@Y=49619053@U=82@L=200406022@",32
"Fentange, Fuertwee","A=1@O=Fentange, Fuertwee@X=6152029@Y=49564129@U=82@L=200302002@",32
"Kirchberg, École européenne","A=1@O=Kirchberg, École européenne@X=6152361@Y=49626074@U=82@L=200417053@",32
"Fentange, Hiehl","A=1@O=Fentange, Hiehl@X=6152514@Y=49567428@U=82@L=200302003@",32
"Hamm, Englebert Neveu","A=1@O=Hamm, Englebert Neveu@X=6152676@Y=49605650@U=82@L=200414002@",32
"Dommeldange, Dauschbuer","A=1@O=Dommeldange, Dauschbuer@X=6153053@Y=49640133@U=82@L=200409006@",32
"Hesperange, Wollefsmillen","A=1@O=Hesperange, Wollefsmillen@X=6153746@Y=49577118@U=82@L=200303007@",32
"Hesperange, Sprëtzenhaus","A=1@O=Hesperange, Sprëtzenhaus@X=6153772@Y=49571959@U=82@L=200303005@",32
"Hamm, Ierzkaulen","A=1@O=Hamm, Ierzkaulen@X=6153889@Y=49605111@U=82@L=200414013@",32
"Weimershof, Bleuets","A=1@O=Weimershof, Bleuets@X=6153943@Y=49620536@U=82@L=200426001@",32
"Cents, Tawioun","A=1@O=Cents, Tawioun@X=6154069@Y=49613866@U=82@L=200406017@",32
"Kirchberg, Coque","A=1@O=Kirchberg, Coque@X=6154285@Y=49622784@U=82@L=200417014@",256
"Hamm, Colonie","A=1@O=Hamm, Colonie@X=6155265@Y=49607080@U=82@L=200414001@",32
"Neudorf, Fixmer","A=1@O=Neudorf, Fixmer@X=6156757@Y=49618990@U=82@L=200408002@",32
"Kirchberg, Konrad Adenauer","A=1@O=Kirchberg, Konrad Adenauer@X=6156982@Y=49629436@U=82@L=200417019@",32
"Hesperange, Am Keller","A=1@O=Hesperange, Am Keller@X=6157323@Y=49573388@U=82@L=200303001@",32
"Cents, Pommiers","A=1@O=Cents, Pommiers@X=6157341@Y=49612779@U=82@L=200406015@",32
"Weimershof, Pâquerettes","A=1@O=Weimershof, Pâquerettes@X=6158905@Y=49622577@U=82@L=200426003@",32
"Cents, Jules Salentiny","A=1@O=Cents, Jules Salentiny@X=6158932@Y=49616896@U=82@L=200406010@",32
"Kirchberg, Coudenhove-Kalergi","A=1@O=Kirchberg, Coudenhove-Kalergi@X=6159202@Y=49627908@U=82@L=200417013@",32
"Kirchberg, Simone de Beauvoir","A=1@O=Kirchberg, Simone de Beauvoir@X=6159768@Y=49634919@U=82@L=200417060@",32
"Hesperange, Urbengsschlass","A=1@O=Hesperange, Urbengsschlass@X=6159993@Y=49571491@U=82@L=200303006@",32
"Hesperange, Itziger Eck","A=1@O=Hesperange, Itziger Eck@X=6160020@Y=49574422@U=82@L=200303004@",32
"Cents, Arthur Knaff","A=1@O=Cents, Arthur Knaff@X=6160577@Y=49618370@U=82@L=200406002@",32
"Kirchberg, Avalon","A=1@O=Kirchberg, Avalon@X=6160721@Y=49632312@U=82@L=200417039@",32
"Cents, Kierch","A=1@O=Cents, Kierch@X=6160748@Y=49615493@U=82@L=200406012@",32
"Kirchberg, Universitéit","A=1@O=Kirchberg, Universitéit@X=6160757@Y=49626011@U=82@L=200417046@",256
"Kirchberg, Marguerites","A=1@O=Kirchberg, Marguerites@X=6160766@Y=49623683@U=82@L=200417024@",32
"Alzingen, Trapeneck","A=1@O=Alzingen, Trapeneck@X=6160982@Y=49567734@U=82@L=200301003@",32
"Neudorf, Kierch","A=1@O=Neudorf, Kierch@X=6161836@Y=49621238@U=82@L=200422009@",32
"Hamm, Schoul","A=1@O=Hamm, Schoul@X=6161989@Y=49609147@U=82@L=200414008@",32
"Alzingen, Hondsbréck","A=1@O=Alzingen, Hondsbréck@X=6162303@Y=49564623@U=82@L=200301002@",32
"Cents, Fetschebuer","A=1@O=Cents, Fetschebuer@X=6162312@Y=49614073@U=82@L=200414010@",32
"Kirchberg, Albert Borschette","A=1@O=Kirchberg, Albert Borschette@X=6162474@Y=49628600@U=82@L=200417002@",32
"Hesperange, Holleschbierg","A=1@O=Hesperange, Holleschbierg@X=6162582@Y=49577442@U=82@L=200303003@",32
"Cents, Charles de Tornaco","A=1@O=Cents, Charles de Tornaco@X=6163292@Y=49619242@U=82@L=200406005@",32
"Alzingen, Gässel","A=1@O=Alzingen, Gässel@X=6163813@Y=49567815@U=82@L=200301001@",32
"Kirchberg, Muguets","A=1@O=Kirchberg, Muguets@X=6163831@Y=49626541@U=82@L=200417026@",32
"Neudorf, Huesegrënnchen","A=1@O=Neudorf, Huesegrënnchen@X=6164272@Y=49622901@U=82@L=200422006@",32
"Hamm, Peupliers","A=1@O=Hamm, Peupliers@X=6164901@Y=49612131@U=82@L=200414011@",32
"Neiduerf, Brasserie","A=1@O=Neiduerf, Brasserie@X=6164919@Y=49622451@U=82@L=200422001@",32
"Kirchberg, Léon Thyes","A=1@O=Kirchberg, Léon Thyes@X=6165018@Y=49637292@U=82@L=200417022@",32
"Cents, Gabriel de Marie","A=1@O=Cents, Gabriel de Marie@X=6165728@Y=49619017@U=82@L=200406008@",32
"Neudorf, Carrières","A=1@O=Neudorf, Carrières@X=6165782@Y=49625355@U=82@L=200422002@",32
"Cents-Hamm, Halte CFL","A=1@O=Cents-Hamm, Halte CFL@X=6165971@Y=49614585@U=82@L=200406024@",32
"Cents-Hamm, Gare","A=1@O=Cents-Hamm, Gare@X=6165980@Y=49615017@U=82@L=200406025@",4
"Kirchberg, Nationalbibliothéik","A=1@O=Kirchberg, Nationalbibliothéik@X=6166025@Y=49629247@U=82@L=200417045@",256
"Cents, Robert Bruch","A=1@O=Cents, Robert Bruch@X=6166160@Y=49616914@U=82@L=200406016@",32
"Kirchberg, Bricher Gässel","A=1@O=Kirchberg, Bricher Gässel@X=6166681@Y=49626946@U=82@L=200417008@",32
"Itzig, Am Kiemert","A=1@O=Itzig, Am Kiemert@X=6166879@Y=49582072@U=82@L=200305002@",32
"Hamm, Kierch","A=1@O=Hamm, Kierch@X=6167077@Y=49610190@U=82@L=200414004@",32
"Kirchberg, Réimerwee","A=1@O=Kirchberg, Réimerwee@X=6167481@Y=49632366@U=82@L=200417036@",32
"Itzig, An den Espen","A=1@O=Itzig, An den Espen@X=6167544@Y=49586296@U=82@L=200305003@",32
"Kirchberg, Labours","A=1@O=Kirchberg, Labours@X=6167787@Y=49629157@U=82@L=200417020@",32
"Kirchberg, Chambre des Métiers","A=1@O=Kirchberg, Chambre des Métiers@X=6168002@Y=49633598@U=82@L=200417012@",32
"Neiduerf, Kapell","A=1@O=Neiduerf, Kapell@X=6168443@Y=49623530@U=82@L=200422008@",32
"Kirchberg, Poutty Stein","A=1@O=Kirchberg, Poutty Stein@X=6168964@Y=49635584@U=82@L=200417033@",32
"Kirchberg, Mathias Tresch","A=1@O=Kirchberg, Mathias Tresch@X=6169306@Y=49637580@U=82@L=200417025@",32
"Kirchberg, Luxexpo Entrée Sud","A=1@O=Kirchberg, Luxexpo Entrée Sud@X=6169477@Y=49634685@U=82@L=200417023@",32
"Cents, Trèves","A=1@O=Cents, Trèves@X=6169567@Y=49617633@U=82@L=200406018@",32
"Hamm, Rue de Bitbourg","A=1@O=Hamm, Rue de Bitbourg@X=6169782@Y=49613183@U=82@L=200414006@",32
"Hamm, Rue Haute","A=1@O=Hamm, Rue Haute@X=6169782@Y=49611017@U=82@L=200414007@",32
"Itzig, Hubertuspad","A=1@O=Itzig, Hubertuspad@X=6169818@Y=49587267@U=82@L=200305005@",32
"Kirchberg, Alphonse Weicker (Bus)","A=1@O=Kirchberg, Alphonse Weicker (Bus)@X=6169917@Y=49632303@U=82@L=200417004@",32
"Itzig, Kapell","A=1@O=Itzig, Kapell@X=6169962@Y=49584517@U=82@L=200305006@",32
"Kirchberg, Alphonse Weicker (Tram)","A=1@O=Kirchberg, Alphonse Weicker (Tram)@X=6170825@Y=49632177@U=82@L=200417066@",256
"Itzig, Dellbierg","A=1@O=Itzig, Dellbierg@X=6171086@Y=49588984@U=82@L=200305004@",32
"Weimershof, Joseph Hackin","A=1@O=Weimershof, Joseph Hackin@X=6171355@Y=49630218@U=82@L=200426002@",32
"Kirchberg, Rehazenter Parking","A=1@O=Kirchberg, Rehazenter Parking@X=6171616@Y=49627602@U=82@L=200417035@",32
"Itzig, Kierch","A=1@O=Itzig, Kierch@X=6171706@Y=49585910@U=82@L=200305007@",32
"Cents, Carmel","A=1@O=Cents, Carmel@X=6172434@Y=49618325@U=82@L=200406004@",32
"Hamm, Käschtewee","A=1@O=Hamm, Käschtewee@X=6172731@Y=49612725@U=82@L=200414003@",32
"Neudorf, Laangegronn","A=1@O=Neudorf, Laangegronn@X=6173081@Y=49624159@U=82@L=200422011@",32
"Itzig, Klouschter","A=1@O=Itzig, Klouschter@X=6173962@Y=49585901@U=82@L=200305008@",32
"Cents, Paul Albrecht","A=1@O=Cents, Paul Albrecht@X=6174250@Y=49620725@U=82@L=200406014@",32
"Kirchberg, Rehazenter","A=1@O=Kirchberg, Rehazenter@X=6174304@Y=49628878@U=82@L=200417034@",32
"Hamm, Ronndréisch","A=1@O=Hamm, Ronndréisch@X=6174493@Y=49614837@U=82@L=200414009@",32
"Neiduerf, Kierfecht","A=1@O=Neiduerf, Kierfecht@X=6174681@Y=49626379@U=82@L=200422010@",32
"Kirchberg, Hugo Gernsback","A=1@O=Kirchberg, Hugo Gernsback@X=6174726@Y=49635836@U=82@L=200417040@",32
"Kirchberg, Gare routière Luxexpo","A=1@O=Kirchberg, Gare routière Luxexpo@X=6174762@Y=49636375@U=82@L=200417050@",32
"Kirchberg, Hôpital","A=1@O=Kirchberg, Hôpital@X=6175167@Y=49632591@U=82@L=200417015@",32
"Kirchberg, Luxexpo","A=1@O=Kirchberg, Luxexpo@X=6175904@Y=49635422@U=82@L=200417052@",256
"Cents, Camille Polfer","A=1@O=Cents, Camille Polfer@X=6176335@Y=49619368@U=82@L=200406003@",32
"Neudorf/Weimershof, Grunewald","A=1@O=Neudorf/Weimershof, Grunewald@X=6177207@Y=49628420@U=82@L=200422004@",32
"Neudorf/Weimershof, Fierschterhaus","A=1@O=Neudorf/Weimershof, Fierschterhaus@X=6177603@Y=49623808@U=82@L=200422003@",32
"Kirchberg, Pierre Werner","A=1@O=Kirchberg, Pierre Werner@X=6177657@Y=49631674@U=82@L=200417032@",32
"Itzig, Am Horra","A=1@O=Itzig, Am Horra@X=6177855@Y=49585380@U=82@L=200305001@",32
"Cents, Waassertuerm","A=1@O=Cents, Waassertuerm@X=6182880@Y=49620833@U=82@L=200406019@",32
"Neudorf, Kalchesbruck","A=1@O=Neudorf, Kalchesbruck@X=6185136@Y=49622586@U=82@L=200422007@",32
"Sandweiler, American Cemetery-Memorial","A=1@O=Sandweiler, American Cemetery-Memorial@X=6186502@Y=49613084@U=82@L=200601011@",32
"Kalchesbréck, Reno","A=1@O=Kalchesbréck, Reno@X=6187275@Y=49621948@U=82@L=200416002@",32
"Findel, Business Center","A=1@O=Findel, Business Center@X=6193730@Y=49624042@U=82@L=200602002@",32
"Findel, Gréiwelscheierhaff","A=1@O=Findel, Gréiwelscheierhaff@X=6198116@Y=49625813@U=82@L=200602003@",32
"Sandweiler, Scheedbësch","A=1@O=Sandweiler, Scheedbësch@X=6202692@Y=49613947@U=82@L=200601015@",32
"Sandweiler, Schaedhaff","A=1@O=Sandweiler, Schaedhaff@X=6203761@Y=49606891@U=82@L=200601009@",32
"Walferdange, Gare","A=1@O=Walferdange, Gare@X=6136208@Y=49662031@U=82@L=201004001@",4
"Heisdorf, Klouster","A=1@O=Heisdorf, Klouster@X=6137331@Y=49674508@U=82@L=200802004@",32
"Bofferdange, Bouferknupp","A=1@O=Bofferdange, Bouferknupp@X=6138050@Y=49682301@U=82@L=160803002@",32
"Heisdorf, Gare","A=1@O=Heisdorf, Gare@X=6139417@Y=49675101@U=82@L=200802003@",4
"Bofferdange, Maison de Retraite","A=1@O=Bofferdange, Maison de Retraite@X=6140379@Y=49689403@U=82@L=160803001@",32
"Lorentzweiler, Gare","A=1@O=Lorentzweiler, Gare@X=6140415@Y=49698464@U=82@L=160807006@",4
"Lorentzweiler, Kleck","A=1@O=Lorentzweiler, Kleck@X=6140810@Y=49702437@U=82@L=160807002@",32
"Helmdange, Fautelfiels","A=1@O=Helmdange, Fautelfiels@X=6140900@Y=49694203@U=82@L=160804001@",32
"Lorentzweiler, Gare routière","A=1@O=Lorentzweiler, Gare routière@X=6140936@Y=49698347@U=82@L=160807003@",32
"Lorentzweiler, Am Duerf","A=1@O=Lorentzweiler, Am Duerf@X=6142914@Y=49701547@U=82@L=160807001@",32
"Lorentzweiler, rue de Blaschette","A=1@O=Lorentzweiler, rue de Blaschette@X=6148109@Y=49703066@U=82@L=160807004@",32
"Blaschette, Kräizung","A=1@O=Blaschette, Kräizung@X=6164712@Y=49702248@U=82@L=160802002@",32
"Blaschette, Op der Kräizung","A=1@O=Blaschette, Op der Kräizung@X=6166294@Y=49702527@U=82@L=160802001@",32
"Blaschette, Wormeldenger Strooss","A=1@O=Blaschette, Wormeldenger Strooss@X=6166591@Y=49699435@U=82@L=160802003@",32
"Blaschette, Fëschbecherstrooss","A=1@O=Blaschette, Fëschbecherstrooss@X=6166870@Y=49703138@U=82@L=160802004@",32
"Asselscheuer, Klingelscheuer","A=1@O=Asselscheuer, Klingelscheuer@X=6167373@Y=49692891@U=82@L=160806001@",32
"Asselscheuer, Uesselscheier","A=1@O=Asselscheuer, Uesselscheier@X=6171904@Y=49690967@U=82@L=160801001@",32
Stafelter,A=1@O=Stafelter@X=6174609@Y=49658938@U=82@L=201005001@,32
"Eisenborn, Am Duerf","A=1@O=Eisenborn, Am Duerf@X=6184120@Y=49691776@U=82@L=180505001@",32
"Fischbach/Mersch, Beim Schlass","A=1@O=Fischbach/Mersch, Beim Schlass@X=6188794@Y=49746682@U=82@L=160402003@",32
"Imbringen, Am Duerf","A=1@O=Imbringen, Am Duerf@X=6193685@Y=49701259@U=82@L=180510001@",32
"Mersch, Bënzert","A=1@O=Mersch, Bënzert@X=6139381@Y=49753316@U=82@L=160904012@",32
"Cruchten, Heemeschbaach","A=1@O=Cruchten, Heemeschbaach@X=6141727@Y=49801345@U=82@L=161001003@",32
"Oberglabach, Kapell","A=1@O=Oberglabach, Kapell@X=6149323@Y=49784572@U=82@L=161004001@",32
"Schrondweiler, Um Woes","A=1@O=Schrondweiler, Um Woes@X=6154797@Y=49804348@U=82@L=161005002@",32
"Niederglabach, Peffeschhaff","A=1@O=Niederglabach, Peffeschhaff@X=6156253@Y=49791242@U=82@L=161002001@",32
"Schrondweiler, Bei der Schoul","A=1@O=Schrondweiler, Bei der Schoul@X=6159022@Y=49805229@U=82@L=161005001@",32
"Angelsberg, Paafendall","A=1@O=Angelsberg, Paafendall@X=6160020@Y=49762557@U=82@L=160401001@",32
"Stegen, Eglise","A=1@O=Stegen, Eglise@X=6168919@Y=49828861@U=82@L=140503002@",32
"Schoos, Um Hiervel","A=1@O=Schoos, Um Hiervel@X=6169683@Y=49751554@U=82@L=160404001@",32
"Nommern, Weierwiss","A=1@O=Nommern, Weierwiss@X=6170268@Y=49793237@U=82@L=161003003@",32
"Stegen, Kreiz","A=1@O=Stegen, Kreiz@X=6173342@Y=49829554@U=82@L=140503003@",32
"Nommern, Bei der Kirch","A=1@O=Nommern, Bei der Kirch@X=6173675@Y=49794514@U=82@L=161003002@",32
"Nommern, Griechten","A=1@O=Nommern, Griechten@X=6175463@Y=49797669@U=82@L=161003001@",32
"Stegen, Bloen Eck","A=1@O=Stegen, Bloen Eck@X=6177882@Y=49827774@U=82@L=140503001@",32
"Larochette, Goudelt","A=1@O=Larochette, Goudelt@X=6181333@Y=49781344@U=82@L=160601009@",32
"Stegen, Um Gilker","A=1@O=Stegen, Um Gilker@X=6183931@Y=49826812@U=82@L=140503004@",32
Aechelbur,A=1@O=Aechelbur@X=6185298@Y=49801516@U=82@L=161006001@,32
"Brandenbourg, Bakes","A=1@O=Brandenbourg, Bakes@X=6136567@Y=49911580@U=82@L=130203001@",32
"Brandenbourg, Vereinsbau","A=1@O=Brandenbourg, Vereinsbau@X=6139039@Y=49911355@U=82@L=130203005@",32
"Ingeldorf, Walebroch","A=1@O=Ingeldorf, Walebroch@X=6139579@Y=49858130@U=82@L=140603005@",32
"Brandenbourg, Kapell","A=1@O=Brandenbourg, Kapell@X=6139830@Y=49910987@U=82@L=130203002@",32
"Ingeldorf, Cité Longchamps","A=1@O=Ingeldorf, Cité Longchamps@X=6141700@Y=49857141@U=82@L=140603003@",32
"Brandenbourg, Laangwiss","A=1@O=Brandenbourg, Laangwiss@X=6141709@Y=49909000@U=82@L=130203003@",32
"Diekirch, Lorentzwues","A=1@O=Diekirch, Lorentzwues@X=6145664@Y=49860234@U=82@L=140401008@",32
"Diekirch, Dräi Braken","A=1@O=Diekirch, Dräi Braken@X=6150968@Y=49879848@U=82@L=140401003@",32
"Diekirch, Gare routière","A=1@O=Diekirch, Gare routière@X=6152856@Y=49864486@U=82@L=140401004@",32
"Diekirch, Gare","A=1@O=Diekirch, Gare@X=6154069@Y=49864737@U=82@L=140401018@",4
"Diekirch, op der Kluuster","A=1@O=Diekirch, op der Kluuster@X=6158015@Y=49869574@U=82@L=140401006@",32
"Diekirch, Place Récollets","A=1@O=Diekirch, Place Récollets@X=6158806@Y=49870302@U=82@L=140401010@",32
"Diekirch, Altersheem","A=1@O=Diekirch, Altersheem@X=6159400@Y=49866589@U=82@L=140401001@",32
"Bastendorf, Beim Terrain","A=1@O=Bastendorf, Beim Terrain@X=6160074@Y=49892083@U=82@L=130201001@",32
"Diekirch, Alexis Heck","A=1@O=Diekirch, Alexis Heck@X=6162231@Y=49868207@U=82@L=140401011@",32
"Diekirch, Fielserstrooss","A=1@O=Diekirch, Fielserstrooss@X=6162995@Y=49863686@U=82@L=140401012@",32
"Diekirch, Beim Waasserbaseng","A=1@O=Diekirch, Beim Waasserbaseng@X=6163813@Y=49860701@U=82@L=140401016@",32
"Bastendorf, Lann","A=1@O=Bastendorf, Lann@X=6164137@Y=49890518@U=82@L=130201003@",32
"Gilsdorf, Ackerbauschoul","A=1@O=Gilsdorf, Ackerbauschoul@X=6167112@Y=49860980@U=82@L=140203012@",32
"Diekirch, rue J. Merten","A=1@O=Diekirch, rue J. Merten@X=6167256@Y=49864818@U=82@L=140401007@",32
"Diekirch, Neie Kolleisch","A=1@O=Diekirch, Neie Kolleisch@X=6168245@Y=49864791@U=82@L=140401009@",32
"Diekirch, Hall logistique","A=1@O=Diekirch, Hall logistique@X=6171760@Y=49878131@U=82@L=140401014@",32
"Diekirch, An der Kléck","A=1@O=Diekirch, An der Kléck@X=6172066@Y=49868738@U=82@L=140401005@",32
"Walsdorf, An der Gaass","A=1@O=Walsdorf, An der Gaass@X=6172982@Y=49925765@U=82@L=130208002@",32
"Diekirch, Centre Militaire","A=1@O=Diekirch, Centre Militaire@X=6173288@Y=49873610@U=82@L=140401013@",32
"Bastendorf, Ge'erwee","A=1@O=Bastendorf, Ge'erwee@X=6173549@Y=49886851@U=82@L=130201002@",32
"Diekirch, Bei der Tirelbaach","A=1@O=Diekirch, Bei der Tirelbaach@X=6174825@Y=49864432@U=82@L=140401017@",32
"Gilsdorf, Op der Bell","A=1@O=Gilsdorf, Op der Bell@X=6178816@Y=49861861@U=82@L=140203010@",32
"Gilsdorf, Bei der Schoul","A=1@O=Gilsdorf, Bei der Schoul@X=6179563@Y=49865277@U=82@L=140203002@",32
"Gilsdorf, An der Kléck","A=1@O=Gilsdorf, An der Kléck@X=6181630@Y=49869681@U=82@L=140203001@",32
"Tandel, Schoul","A=1@O=Tandel, Schoul@X=6181756@Y=49894123@U=82@L=130207001@",32
"Tandel, Veianerstrooss","A=1@O=Tandel, Veianerstrooss@X=6182097@Y=49896982@U=82@L=130207002@",32
"Seltz, Valeriushaff","A=1@O=Seltz, Valeriushaff@X=6185334@Y=49884334@U=82@L=130208001@",32
"Broderbour, Broderbour","A=1@O=Broderbour, Broderbour@X=6185702@Y=49852134@U=82@L=140206001@",32
"Seltz, An der Lengt","A=1@O=Seltz, An der Lengt@X=6186242@Y=49881826@U=82@L=130210001@",32
Seltz,A=1@O=Seltz@X=6188426@Y=49878671@U=82@L=130210002@,32
"Bettendorf, Bleesbréck","A=1@O=Bettendorf, Bleesbréck@X=6189208@Y=49871902@U=82@L=140201004@",32
"Fouhren, Movida","A=1@O=Fouhren, Movida@X=6192867@Y=49916839@U=82@L=130204002@",32
"Fouhren, Halt","A=1@O=Fouhren, Halt@X=6193828@Y=49912263@U=82@L=130204001@",32
"Vianden, Place Engelmann","A=1@O=Vianden, Place Engelmann@X=6201586@Y=49934745@U=82@L=130301010@",32
Folkendange,A=1@O=Folkendange@X=6202018@Y=49842138@U=82@L=140504004@,32
"Vianden, Plank","A=1@O=Vianden, Plank@X=6202629@Y=49931213@U=82@L=130301011@",32
Kounenhaff,A=1@O=Kounenhaff@X=6136459@Y=50016664@U=82@L=110417001@,32
"Nachtmanderscheid, Poul","A=1@O=Nachtmanderscheid, Poul@X=6138760@Y=49947321@U=82@L=130104002@",32
"Putscheid, Am Duerf","A=1@O=Putscheid, Am Duerf@X=6139084@Y=49959717@U=82@L=130105003@",32
"Putscheid, Gemengebau","A=1@O=Putscheid, Gemengebau@X=6139830@Y=49959394@U=82@L=130105002@",32
"Eisenbach, Bongertswies","A=1@O=Eisenbach, Bongertswies@X=6142015@Y=50008951@U=82@L=110406002@",32
"Eisenbach, Bréck","A=1@O=Eisenbach, Bréck@X=6144999@Y=50000052@U=82@L=110406003@",32
"Eisenbach, Bei der Baach","A=1@O=Eisenbach, Bei der Baach@X=6147102@Y=50004825@U=82@L=110406001@",32
"Nachtmanderscheid, Um Groestéen","A=1@O=Nachtmanderscheid, Um Groestéen@X=6147849@Y=49946899@U=82@L=130108003@",32
"Nachtmanderscheid, Houschterhaff","A=1@O=Nachtmanderscheid, Houschterhaff@X=6152793@Y=49940426@U=82@L=130208003@",32
"Hosingen, Gemönnerbréck","A=1@O=Hosingen, Gemönnerbréck@X=6162375@Y=49986928@U=82@L=110403008@",32
"Stolzembourg, Op Akescht","A=1@O=Stolzembourg, Op Akescht@X=6165494@Y=49977049@U=82@L=130106001@",32
Mont St. Nicolas,A=1@O=Mont St. Nicolas@X=6166357@Y=49946719@U=82@L=130310001@,32
"Stolzembourg, Bei der Kiirch","A=1@O=Stolzembourg, Bei der Kiirch@X=6166924@Y=49965974@U=82@L=130106003@",32
"Stolzembourg, Bei der Bréck","A=1@O=Stolzembourg, Bei der Bréck@X=6169558@Y=49963250@U=82@L=130106002@",32
"Stolzembourg, S.E.O.","A=1@O=Stolzembourg, S.E.O.@X=6176803@Y=49954297@U=82@L=130106004@",32
"Bivels, Op der Loch","A=1@O=Bivels, Op der Loch@X=6190970@Y=49956535@U=82@L=130101003@",32
